,name,search_count,ID,Team,status,total_earn
364,Kiril Minkov,13900,Kikoni,,"Active
",312.0
365,Kimuel Borromeo Rodis,1810,Kim0,Execration,"Active
",58482.0
366,Rinat Abdullin,22800,KingR,Double Dimension,"Active
",50644.0
367,Danylo Nascimento,28100,Kingrd,paiN Gaming,"Active
",143027.0
368,Abraham Canez,34300,Kingteka,CDM eSports,"Active
",52008.0
369,Muriëlle Huisman,13500,Kipspul,Vega Squadron,"Active
",
370,Emre Canlı,523000,Klasynky,Team Entelechy,"Active
",799.0
371,Paulo Nóbrega,640000,Klotz22,,"Active
",758.0
372,Farand Kowara,1650,Koala,Rex Regum Qeon,,
373,Konstantin Jančetović,44400,kole,,"Active
",984.0
374,Steven Ashworth,1200000,Korok,,"Inactive
",23138.0
375,Alonso León,2800000,Kotarō Hayama,Infamous,"Active
",59778.0
376,Dakota Cox,6220000,KotLGuy,,"Active
",
377,Damien Sau-jing Chok,5090,kpii,Newbee,"Active
",1488337.0
378,Bryan Herren,484000,Kpoptosis,,"Inactive
",
379,Sergey Kuzin,173000,KSi,,"Inactive
",7029.0
380,Carlo Palad,62600,Kuku,TNC Pro Team,"Active
",472105.0
381,Kuro Salehi Takhasomi,8330,KuroKy,Team Liquid,"Active
",3629264.0
382,Khanh Huynh,253000,KvH,is GG,"Active
",3714.0
383,Kyle Freedman,158000,Kyle,,"Active
",160417.0
384,Kyrie Eleison Ygdrasil Depra Singson,50,KyrieDepra,,"Inactive
",
385,Nitiphat Chutonganan,22,KyT,Hashtag Dota,"Active
",419.0
386,Lee Kong Yang,1800000,kYxY,TNC Tiger,"Active
",120578.0
387,Serafim Savelyev,19800,L0lik_O,Digital Company,"Active
",1501.0
388,Dominik Stipić,27700,Lacoste,,"Retired
",7765.0
389,Pipat Prariyachat,1170,LaKelz,Alpha Red,"Active
",12090.0
390,João Pedro Lanaro,21300,Lanaro,Ode,"Active
",8067.0
391,Fua Hsien Wan,12200,Lance,Team HighGround,,
392,Zhang Zhicheng,322000,LaNm,Vici Gaming,"Active
",1073467.0
393,Eetu Seppälä,16400,Lapiz,,"Inactive
",2038.0
394,David Gorman,3680000,LD,,"Active
",
395,Zhang Xuanhao,53100,le,,"Active
",39162.0
396,Nikola Popović,103000,LeBronDota,Elements Pro,"Active
",18407.0
397,Leonardo Sifuentes,323000,LeoStyle-,CDM eSports,"Active
",8628.0
398,Timo Waszek,21300,Ler_GG,,"Inactive
",
399,Peng Li,2260000,Li,,"Active
",13057.0
400,Wang Yutian,86600,Liekkas,EHOME.Immortal,"Active
",21529.0
401,Dmitry Kupriyanov,151000,LighTofHeaveN,,"Retired
",269862.0
402,Ilya Ilyuk,101000,Lil,Natus Vincere,"Active
",906474.0
403,Marcio Rodrigues,812000,Lil_kin6,INTZ eSports,"Active
",2440.0
404,Linus Blomdin,37200,Limmp,compLexity Gaming,"Active
",195878.0
405,Xu Ziyang,75900,Lin,Rock.Y,"ActiveMars Media Banned
",179920.0
406,Cheong Sim Woi,16800,ling,New Beginning,"Active
",8219.0
407,Sylvester Hoelgaard,18900,Link,,"Inactive
",2937.0
408,Rodrigo Lelis Santos,29100,Liposa,SG e-sports,"Active
",25332.0
409,Admir Salkanović,8900,lizZard,,"Active
",1833.0
410,Jonathan Berg,1850000,Loda,Alliance,"Active
",692756.0
411,Chen Long,17700000,longb,Team Waooo,"Active
",1997.0
412,Huang Xiang,871000,LongDD,Old Boys,,
413,Chase Stearns,778000,Loomdun,The Final Tribe,,
414,Phuc Nguyen,1450000,lordboonz,Natural 9,,
415,Luo Puchao,66500,Lpc,,,
416,Luo Tao,681000,lt,Rock Gaming,,
417,Chan Jun Jie,168000,Lubby,,,
418,Merlin Seibel,109000,Luft,,,
419,Yin Jiajun,73900,LuLu^^,,,
420,David Zhang,4060000,Luminous,,,
421,Zhou Xinyi,79800,Lwy,,,
422,Gabriel Cruz,6320000,Lyrical,,,
423,Alex Richardson,6260000,Machine,,,
424,Omar Dabachach,45700,Madara,Five Dogs,,
425,Igor Modenov,62600,Maden,,,
426,Jacob Toft-Andersen,62400,Maelk,,,
427,Kim Byung Hoon,214000,MafiA,,,
428,Andrey Chipenko,160000,Mag,,,
429,Anas Hirzallah,15300,MagE-,,,
430,Andreas Ramljak,151000,MaGoma,,,
431,,31100,maiki,DeToNator,,
432,,31100,Reaves,,,
433,,31100,slahser,,,
434,Pavel Beneš,141000,Mambos,,,
435,Leonardo Viana,654000,Mandy,Midas Club,,
436,Toufic Yaktine,1020,Mango_Banana,,,
437,Brian Strandby,88800,MaNia,,,
438,Yernar Urazbayev,1960,Mantis,NiceOne,,
439,Yang Shihao,203000,maomao,Keen Gaming.Luminous,,
440,Park Tae-won,1140000,March,Echo International,,
441,Charlie Lelievre,82200,marSu,,,
442,Cosmin Nechifor,16800,Masakary,,,
443,Álex Dávila,783000,Masoku,Gorillaz-Pride,,
444,Mason Venne,62500,mason,,,
445,Enkhbayar Batsukh,7450,Masquerade,The Mongolz,,
446,Leonard Urich,47700,Massacre,Saint's Squad Gaming,,
447,Ivaylo Petkov,19100,Mastermind,Team Singularity,,
448,Sebastian Sundström,95900,Matrim,,,
449,Farith Puente,268000,Matthew,Infamous,,
450,Lasse Aukusti Urpalainen,5090,MATUMBAMAN,Team Liquid,,
451,Travis Bueno,218000,Maut,,,
452,Verros Apostolos,12700,Maybe Next Time,,,
453,Alperen Arslan,40200,mdL,,,
454,Zhang Hangqi,52800,MelodyLovers,,,
455,Galvin Kang Jian Wen,12500,Meracle,iG Vitality,,
456,Ben Wu,3570000,Merlini,,,
457,Daniil Gilev,34400,MeTTpuM,,,
458,Guo Yuhang,35800,Mevius,Keen Gaming,,
459,Michael Vu,5110000,miCKe,Alliance,,
460,Yeik Nai Zheng,11400,MidOne,Team Secret,,
461,Mikkel Berg,81400,miGGel,,,
462,Leonardo Astete,322000,MiHawk,,,
463,Tong Junjie,54200,Mikasa,Vici Gaming,,
464,Max Barkö,1500000,Mikey,Team Singularity,,
465,Milan Kozomara,115000,MiLAN,,,
466,Ivan Borislavov Ivanov,15600,MinD_ContRoL,Team Liquid,,
467,Rene Michael Halim,16600,Minerva,Drago Esports,,
468,Hampus Olsson,51600,Mini,,,
469,Yaroslav Naidenov,33400,Miposhka,Team Empire,,
470,Amer Al-Barkawi,29900,Miracle-,Team Liquid,,
471,Jesper Nyhlén,14700,Mirakel,,,
472,Rasmus Berth Filipsen,4010,MISERY,Five Dogs,,
473,Mikhail Agatov,66200,Misha,ESPADA,,
474,Damir Škaričić,17000,Mitch,Elements Pro,,
475,Michael Nguyen,4480000,MJW,,,
476,Lei Zengrong,65500,MMY!,PSG.LGD,,
477,Rong Yao,388000,Mofi,,,
478,Du Peng,1830000,Monet,LGD.Forever Young,,
479,Jaron Clinton,63400,monkeys-forever,,,
480,Charlie Yang,1920000,Monolith,,,
481,David William Hull,4200000,Moo,compLexity Gaming,,
482,Xu Han,1960000,Moogy,Newbee,,
483,Zeng Yulei,69400,mool,,,
484,Kam Boon Seng,14700,Moon,Mineski,,
485,Vladislav Mihteev,34800,Moonlight,,,
486,David Tan,30200000,MoonMeander,compLexity Gaming,,
487,Goh Choo Jian,13200,MoZuN-,Team HighGround,,
488,Pyo No-a,44700,MP,Immortals,,
489,Meng Rui,1430000,Mrrr,Sun Gaming,,
490,Yang Yongjie,207000,MS,Keen Gaming.Luminous,,
491,Arif Anwar,143000,MSS,VGJ.Storm,,
492,Ricardo Román Sandoval,61100,mstco,,,
493,Kelvin Chong,231000,MtR,Team HighGround,,
494,Vladyslav Suzdal,38300,Mtrx4u,,,
495,Zhang Pan,1770000,Mu,,,
496,Chai Yee Fung,41000,Mushi,Mineski,,
497,Johan Andersson,1300000,Mynuts,,,
498,Kittikorn Inngoen,737,MyPro,Alpha Red,,
499,Johan Sundstein,38800,N0tail,OG,,
500,Azam Aljabar Nafari,762,Nafari,,,
501,Alan Bester,388000,Nahaz,,,
502,Aybek Tokaev,5230,Naive-,Team Empire,,
503,Fernando Mendoza,2580000,Nando,Execration,,
504,Lu Guangkun,106000,NeaR,PiPiXia,,
505,Sampsa Kutvonen,2570,nemphy,,,
506,Selim Oynar,17900,NEQROMAN,,,
507,Wai Pern Lim,12500,Net,,,
508,Jason Newsham,136000,Newsham,Wheel Whreck,,
509,Igor Lisakovsky,62500,Nexus,,,
510,Nikolay Nikolov,116000,Nikobaby,,,
511,Leon Kirilin,132000,Nine,,,
512,Michael Ross Jr.,14800000,ninjaboogie,Mineski,,
513,Niclas Westergård,12100,Niqua,,,
514,Michał Jankowski,78800,Nisha,Team Kinguin,,
515,Alexander Levin,1730000,Nix,ESPADA,,
516,Law Chee Hoong,12700,Nj,New Beginning,,
517,Moin Ejaz,22100,NO_Chanc3,Signify,,
518,Lan Gaochong,371000,noble,,,
519,Alexander Churochkin,155000,Nofear,FlyToMoon,,
520,Danny Mørch Junget,1580,Noia,Entity Gaming,,
521,Attawat Teephom,40,Nokky,,,
522,Alexey Vasilev,145000,nongrata,FlyToMoon,,
523,Wang Xin,1920000,Nono,,,
524,Vladimir Minenko,120000,Noone,Virtus.pro,,
525,Ben Steenhuisen,389000,Noxville,,,
526,Yaroslav Kuznetsov,98400,NS,,,
527,Wong Jeng Yih,16600,NutZ,,,
528,Owen Davies,2090000,ODPixel,,,
529,Daniel Gorol,206000,Offak,,,
530,Khoo Chong Xin,18900,Ohaiyo,,,
531,Wang Zhiyong,183000,old chicken,EHOME,,
532,Oliver Lepko,79700,oliver,,,
533,Zhongliang Deng,18000,OmegaPwner,,,
534,Ou Peng,1300000,Op,Invictus Gaming,,
535,Zeng Jiaoyang,13500,Ori,Vici Gaming,,
536,Luo Fuyu,67500,Origami,Newbee.M,,
537,Joshua Dela Serna,46900,Owa,DeToNator,,
538,Arthur Zarzur Curiati,1140,PAADA,paiN Gaming,,
539,Axel Källman,31800,Pablo,The Final Tribe,,
540,Per Anders Olsson Lille,13100,Pajkatt,OpTic Gaming,,
541,Nikita Grinkevich,85900,Palantimos,Vega Squadron,,
542,Jared Fletcher,737000,Pandaego,,,
543,Zhang Chengjun,65600,Paparazi灬,Vici Gaming,,
544,Mariano Caneda,43300,Papita,Infamous,,
545,Titouan Merloz,1320,PARIS,,,
546,Pascal Lohmeier,41100,paS,,,
547,Paweł Naruszewicz,19400,Patos,Team Kinguin,,
548,Zheng Yukai,25100,PatSoul,White Fries Gaming,,
549,Vladimir Anosov,127000,PGG,,,
550,Peng Renjie,31600,Piao,,,
551,Johan Åström,105000,pieliedie,Fnatic,,
552,Yaroslav Vasylenko,42900,Pikachu,Double Dimension,,
553,Jonathan Liebig,90100,PimpmuckL,,,
554,Jure Plešej,13500,Pingvincek,Entity Gaming,,
555,Alexander Pettersson,420000,PiNoY,,,
556,Prieme Ejay Banquil,538,PlayHard,,,
557,Kim Sangho,251000,PLZDunKilme,,,
558,Wilson Koh Chin Wei,14300,Poloson,,,
559,Peter Dager,476000,ppd,OpTic Gaming,,
560,Zhao Jiabin,36400,PrettyHaw,For The Dream,,
561,Peter Bondal,218000,Primo,,,
562,Martin Hála,1190000,profheadshot,,,
563,Andrei Dunaev,187000,PSM,,,
564,Xiang Xin,878000,Puer tea,,,
565,Clement Ivanov,80100,Puppey,Team Secret,,
566,Kevin Godec,176000,Purge,,,
567,Stefan Pavlovic,108000,pwN,,,
568,Ted Forsyth,470000,PyrionFlax,,,
569,Gwon Pyeong,7840,pYung,,,
570,Fu Bin,3470000,Q,Invictus Gaming,,
571,Zhao Shungeng,28400,qd,Rock Gaming,,
572,Li Wenyao,434000,qianqian,,,
573,Kim Seon-yeop,216000,QO,,,
574,Maximilian Bröcker,23100,qojqva,Alliance,,
575,Yao Yi,1600000,QQQ,PSG.LGD,,
576,Mikhail Ilyashenko,66400,QwisTa,,,
577,David Arnous,452000,r1sk,,,
578,Nattapong Petkong,746,r5r5,,,
579,Wang Zhang,3320000,Rabbit,,,
580,Xiao Zuoyi,36000,RAI,Team MAX,,
581,Roman Kushnarev,161000,RAMZES666,Virtus.pro,,
582,Fang Xu,1030000,Ran,,,
583,Rafael Sicat Palo,13300,Rapy,,,
584,Marc Polo Luis Fausto,48500,Raven,TNC Pro Team,,
585,Nikos Kiazolis,12500,ReaLaxXx,Team RAAZ,,
586,Sun Youjia,914000,Red,,,
587,Paul Chaloner,756000,Redeye,,,
588,Oscar Ljungberg,94700,Reelo,,,
589,David Siekas,456000,Reesion,,,
590,Lee Jun-yeong,407000,Reisen,,,
591,Roman Fominok,159000,Resolut1on,VGJ.Storm,,
592,Temuulen Amarsaikhan,1950,Retribution,The Mongolz,,
593,Robert Pratt,5350000,Rime,PerilousRUIN,,
594,Andrew Bronze,3170000,Riser,,,
595,Ravindu Kodippili,2080,Ritsu,,,
596,Philipp Pausewang,62100,RMC,,,
597,Roman Paley,243000,rmN-,,,
598,Roger Tan,3260000,Roddgeee,For The Dream,,
599,Vladimir Nikogosyan,115000,RodjER,Virtus.pro,,
600,Cameron Thornton,1850000,RogerDodger,Seventh Heaven,,
601,Chen Jingwu,135000,Rong,Team MAX,,
602,Bai Fan,2810000,rOtK,VGJ.Thunder,,
603,Bai Fan,2810000,TuTu,,"Retired
",400.0
604,Ralph Richard Peñano,12400,RR,TaskUs Titans,,
605,Bektur Kulov,812,Runec,,,
606,Eric Dong,2230000,Ryoya,Immortals,,
607,Ryo Hasegawa,190000,ryOyr,TaskUs Titans,,
608,Alan Andersen,1520000,RyuUboruZ,,,
609,Ryuya Ikeda,13000,Ryuya,,,
610,Christoffer Borregaard Winther,3300,Ryze,,,
611,Gustav Magnusson,86300,s4,Evil Geniuses,,
612,Li Guo,2340000,Sag,Newbee Young,,
613,Luo Yebo,66700,Sai,,,
614,Xu Zichen,58000,Sakata,iG Vitality,,
615,Martin Sazdov,595000,Saksa,Five Dogs,,
616,Samson Solomon Enojosa Hidalgo,6770,Sam_H,TNC Pro Team,,
617,Lei Yipei,65800,SangSang,,,
618,Enkh-Od Nergui,785,SANKE,The Mongolz,,
619,Wang Zhaohui,136000,SanSheng,Newbee,,
620,Alexander Koltan,155000,Santa,,,
621,Mao Mingyuan,56100,Sayaka,,,
622,Dennis Niemczycki,58600,Scabo,,,
623,Roman Sadotenkov,159000,Scandal,,,
624,Anthony Hodgson,788000,scant,Entity Gaming,,
625,Song Chun,5340000,Sccc,Newbee,,
626,Ruby Gunawan,75500,SCL,,,
627,Elvis De la Cruz Peña,2700000,Scofield,Thunder Predator,,
628,Jonathan Lee Wen Jun,510000,SCripted,,,
629,Noppadon Paopongprapun,878,sD,Alpha Blue,,
630,Elias Merta,34700,Sealkid,,,
631,Vadim Musorin,48100,Sedoy,,,
632,Ryoo Kyung Hyun,40500,SeleCT,,,
633,Melchior Hillenkamp,12300,Seleri,,,
634,Xue Zhichuan,13600,September,Eclipse,,
635,Gao Zhenxiong,29400,Setsu,CDEC Gaming,,
636,Jhonel Jay Maguddayao,792,Seven,,,
637,Alaan Faraj,12700,SexyBamboe,Kingdra,,
638,Eugeniy Aleskeev,1020,Sh4dowehhh,FlyToMoon,,
639,Maxim Abramovskikh,128000,Shachlo,SFTe-sports,,
640,Chu Zeyu,65600,shadow,,,
641,Zhou Shengchao,44100,shaker,EHOME.Immortal,,
642,Shane Clarke,2040000,Shaneomad,,,
643,Raymond Wong Kie Yong,28900,Sharky,,,
644,Alex Chang,3090000,shatan,Natural 9,,
645,Jorien van der Heijden,16400,Sheever,,,
646,Josh Trenholm,76100,Shiibbyy,,,
647,Huang Jiwei,45100,Shiki,EHOME.Immortal,,
648,Zhang Jiabao,82800,Shining,Rock Gaming,,
649,Eric Sheeder,125000,Shredder,,,
650,Olli Vidberg,12700,Sifla,,,
651,Airat Gaziev,7360,Silent,FlyToMoon,,
652,WehSing Yuen,75500,SingSing,Cloud9,,
653,Jake Kanner,94000,SirActionSlacks,,,
654,Ioannis Theodoridis,14900,SKANKS224,,,
655,Rolen Andrei Gabriel Ong,178000,Skemberlu,TaskUs Titans,,
656,Rikard Holm Melin,12600,skrff,,,
657,Park Yongkyu,1130000,Sky,,,
658,Kharis Zafeiriou,2940,SkyLark,Clutch Gamers,,
659,Dmitry Zhukov,289000,Slander,,,
660,Stoyan Kralchev,4490,SlashStrike,,,
661,Scott Palmer,17500000,Slayer,,,
662,Trent Tucker,1080000,SLiCKz,,,
663,Bryan Freddy Machaca Siña,17900,SmAsH,,,
664,Johan Gidmark,37700,smulgullig,,,
665,Jingjun Wu,100000,Sneyking,VGJ.Storm,,
666,Trong Truong,1540000,Snoopy,,,
667,Liu Renrui,54500,Sober,Bury Love,,
668,Sebastian Kjær,118000,Solen,Team Singularity,,
669,Yousif Kutaiba,4400,Solitude,,,
670,Alexei Berezin,127000,Solo,Virtus.pro,,
671,Lu Yao,1190000,Somnus丶M,PSG.LGD,,
672,Akbar Butaev,26100,SoNNeikO,,,
673,Pedro Luiz,2910000,Sooths,,,
674,Robert Dodge,15300000,Sovereign,,,
675,Ari Raimi,36000,Spin,,,
676,Khaled El-Khabbash,29600,sQreen,,,
677,Sun Runfa,909000,Srf,Invictus Gaming,,
678,Giorgos Giannakopoulos,16800,SsaSpartan,,,
679,Huo Xiaole,13000,sss,Aurora Esports club,,
680,Munehito Takekawa,786,STABA,,,
681,Stanley Yang,1470000,Stan King,,,
682,Vladislav Galushko,43600,State21,,,
683,Staffan Solin,12600,Steffstyle,,,
684,Steven Vargas,2490000,StingeR,Infamous,,
685,Nikolay Kalchev,46500,Stomanen1,,,
686,Carl-Philip Strängby,3150,Strangby,,,
687,Li Yajun,489000,sugar baby,Winning Gaming,,
688,Syed Sumail Hassan,15200,SumaiL,Evil Geniuses,,
689,Lee Jeong-jae,468000,SunBhie,Team Secret,,
690,José Freitas Pereira,973000,Sune,,,
691,Kirill Kachinsky,69100,Sunlight,,,
692,Shannon Scotten,23500,SUNSfan,,,
693,Xie Junhao,20800,Super,LGD.Forever Young,,
694,Su Peng,2130000,super,iG Vitality,,
695,Przemek Jankowski,16700,Supreme,5FRAGS.ORG,,
696,Avery Silverman,61500,SVG,VGJ.Storm,,
697,Uroš Galić,25300,Swiftending,Elements Pro,,
698,Jeet Kundra,22400,Swifty,Signify,,
699,Byron Young Meng Keen,147000,Syeonix,Team Flash,,
700,Liu Jiajun,95600,Sylar,VGJ.Thunder,,
701,Troels Lyngholt Nielsen,7400,syndereN,,,
702,Tommy Le,41900000,Taiga,Alliance,,
703,Otávio Gabriel Cerqueira Silva,23300,Tavo,paiN Gaming,,
704,Tyler Cook,18900000,TC,,,
705,John Linuel Abanto,2730,Teehee,Geek Fam,,
706,Andrey Aleshkov,160000,The_apathy,,,
707,Maxim Fadeev,283000,TheHeartlessKing,Team Spirit,,
708,Therence Coelho Ferreira,13300,Therence,,,
709,Thiago de Oliveira Cordeiro,126000,Thiolicor,,,
710,Dimitris Plivouris,12700,ThuG,,,
711,Andrew Biessener,111000,TidesofTime,,,
712,Enzo Gianoli,26600,Timado,,,
713,Timothy John Randrup,16200,Tims,TNC Pro Team,,
714,Trai Akaravinak,26500,TnK,,,
715,Toby Dawson,583000,TobiWan,,,
716,Steve Pierce,12200000,Toffees,,,
717,Yang Jiachao,195000,Tone,Team MAX,,
718,Daniel Wong Wei Khit,17900,TooFuckingGood,,,
719,Topias Taavitsainen,9020,Topson,OG,,
720,Maxim Vernikov,128000,TpoH,,,
721,Mark Seidl,980000,Tralf,,,
722,Trent MacKenzie,408000,TrentPax,,"Active
",
723,Kalle Saarinen,39600,Trixi,,"Active
",85484.0
724,Neal Khandheria,23100,Tsunami,,"Active
",
725,Yao Wen Teo,18400,Tudi,,"Active
",6331.0
726,Michal Zima,152000,Tulex,,"Inactive
",59.0
727,Visar Zymberi,12600,twiSta,,"Inactive
",1100.0
728,Ivan Kapustin,165000,ubah,,"Inactive
",5298.0
729,Dmitry Bolshakov,124000,UnderShock,Vega Squadron,"Active
",19169.0
730,Jonathan Arge,89600,unicornxoxo,,"Inactive
",3524.0
731,Saahil Arora,21200,UNiVeRsE,Fnatic,"Active
",3000486.0
732,Chris Usher,3500000,USH,,"Active
",7960.0
733,Adrien Putallaz,16800,v0ja,,"Inactive
",
734,Vitalii Volochai,39500,v1lat,,"Active
",
735,Mikko Ristimäki,18300,Vaalix,,"Inactive
",9635.0
736,Aleksandar Miloshevich,15400,vandersar,,"Active
",
737,Juan Carlos Tito Carrizales,14800,vanN,,"ActiveValve Banned
",24085.0
738,Ivan Skorokhod,140000,VANSKOR,Double Dimension,"Active
",127141.0
739,Fedor Rusihin,1750000,velheor,Natus Vincere,"Active
",2184.0
740,Kim Tae-sung,334000,Velo,Immortals,"Active
",23508.0
741,Chen Guanhong,126000,Victoria,CDEC Gaming,"Active
",416866.0
742,Ivan Shinkarev,134000,Vigoss,,"Inactive
",4935.0
743,Aliwi Omar,46700,w33,paiN Gaming,"Active
",1223496.0
744,Niklas Högström,19200,Wagamama,LeftOneTV,"Active
",2858.0
745,Yan Chao,856000,Waixi,Sun Gaming,"Active
",1445.0
746,Martin Zima,1100000,Warlog,,"Inactive
",59.0
747,Peter Nguyễn,442000,Waytosexy,,"Active
",31958.0
748,Wong Wei Quan,120000,weddingcrash,,"Inactive
",500.0
749,Oleg Zinovenko,68300,wejustzik,,"Active
",7018.0
750,Neng Ee Wooi,5570,Wenn,LYG Gaming,"Active
",15651.0
751,Johan Westberg,60800,Weppas,,"Active
",
752,Bryant Lehwald,44200,whiteBeard,,"Active
",25751.0
753,Yevgeny Vlasenko,63700,Windx,,"Active
",2010.0
754,Chan Litt Binn,12300,WinteR,,"Active
",12140.0
755,Will Davis,119000,WwD,,"Active
",40.0
756,Felix Schipke,55600,wwieWambo,,"Active
",978.0
757,Evgeny Kochetov,79500,XaKoH,,"Active
",3454.0
758,Alexander Dashkevich,158000,XBOCT,Natus Vincere,"Active
",651637.0
759,Liu Silong,57200,XDD,,"Inactive
",3724.0
760,Kenny Deo,104000,Xepher,TNC Tiger,"Active
",5384.0
761,Nicholas Kelvin Ileto Lim,79800,xFreedom,New Beginning,"Active
",13884.0
762,Luo Yinqi,68100,Xi,,"Active
",296278.0
763,Chiok Soon Siang,12000,xiangzai,,"InactiveValve Banned
",2744.0
764,Meng Lei,472000,Xiao2lei,Newbee Young,"Active
",38738.0
765,Zhang Ning,881000,xiao8,Big God,"Active
",1818011.0
766,Zhuang Yongfu,12800,xiaofu,Keen Gaming.Luminous,"Active
",5242.0
767,Ma Junju,686000,XiaoXiao,Newbee Young,"Active
",4030.0
768,Zhao Zixing,31200,XinQ,Team Serenity,"Active
",27736.0
769,Mark Louise Reyes,172000,xLucky,,"Inactive
",6828.0
770,Justin Yuen,292000,xMusiCa,,"Active
",12962.0
771,Yap Jian Wei,23000,xNova,PSG.LGD,"Active
",261964.0
772,Augustus John Casanada,14100,xRag,,"Active
",8012.0
773,Joel Chan Zhan Leong,13000,XtiNcT,Team Flash,"Active
",91797.0
774,Xu Xuntao,53000,Xtt,CAVALRY,"Active
",6828.0
775,Guo Yixuan,35800,xuan,,,
776,Lin Jing,1530000,Xxs,Invictus Gaming,"Active
",408163.0
777,Xiao Chaojian,34800,XXSJ,Team Serenity,"Active
",1714.0
778,Toh Wai Hong,23800,xy-,,"Active
",97090.0
779,Treephob Tiangtrong,833,Xyclopz,,"Active
",
780,Chen Zezhi,125000,Xz,,"Active
",693250.0
781,Zhang Yiping,105000,y`,EHOME,"Active
",1967009.0
782,Yusuf Kurniawan,80200,Yabyoo,Rex Regum Qeon,"Active
",5284.0
783,Jayjay Garan,13100,yAj,DeToNator,"Active
",6200.0
784,Ng Wei Poong,16800,YamateH,New Beginning,"Active
",39111.0
785,Zhou Haiyang,67300,Yang,VGJ.Thunder,"Active
",207633.0
786,Yao Zhengzheng,33400,Yao,LGD.Forever Young,"Active
",1191747.0
787,Bu Yanjun,143000,YaphetS,,"Inactive
",3000.0
788,Yazied Jaradat,3900,YapzOr,Team Secret,"Active
",383363.0
789,Yawar Hassan,48200,YawaR,VGJ.Storm,"Active
",73893.0
790,Pan Shuaifang,165000,yChen,,"Active
",5344.0
791,Fan Qihua,1110000,Yin,C5Gaming,"Active
",1759.0
792,Maxim Kim,2470000,yoky-,Team Empire,"Active
",118493.0
793,Vladimir Basov,165000,yol,Clutch Gamers,"Active
",54088.0
794,Liu Xiangkun,57800,yoona,Keen Gaming,"Active
",22030.0
795,Chen Mingyang,142000,YRG,Team Waooo,"Active
",10541.0
796,Adrian Rui Wui Hong,229000,Ysaera,,"Inactive
",180.0
797,Hu Zhiyi,128000,yxb,Rampage Gaming,"Active
",2000.0
798,Yang Xiaolei,232000,yxl,,,
799,Jiang Cen,95500,YYF,Old Boys,,
800,Tui Jun Jie,25900,Zacky,,,
801,Ludwig Wåhlberg,57000,zai,OpTic Gaming,,
802,Bakyt Emilzhanov,5940,Zayac,Vega Squadron,,
803,Tilen Simcic,3130,Zenigata,,,
804,Filip Erlandsson,71400,Zeroji,,,
805,Feng Yichuan,40300,ZeroPerfect,Source Code,,
806,Zakari Freedman,12300,Zfreek,compLexity Gaming,,
807,Jin Zhiyi,112000,zhizhizhi,Team Serenity,,
808,Chen Yao,1490000,Zhou,Old Boys,,
809,Zhou Xiong,472000,ZippO,Old Boys,,
810,Andrei Zisu,176000,Zizou,,,
811,Gong Jian,866000,ZSMJ,,,
812,Jesus Carhuaricra,131000,Ztok,,,
813,Vitalii Kiyanichenko,37300,zxc,,,
814,Andrew Campbell,28200000,Zyori,,,
815,Luis Perez,18000000,Zyzz,,,
816,Evgeniy Kuznetsov,308000,Женя,,,
817,Lu Kang,1310000,冷鸟,PiPiXia,,
818,Lu Hao,1470000,垃圾君,Rock.Y,,
819,Jiang An,26700,天命,Keen Gaming,,
820,Zhan Yaoyang,22400,小郭嘉,Aurora Esports club,,
821,Wang Xu,2440000,老A,Keen Gaming.Luminous,,
822,Zhai Jingkai,12200,荧,Keen Gaming,,
823,Wang Liang,1940000,闷油瓶,Echo Gaming,,
